Subject,Relation,Object
驭胜S330,HAS_UNIT,发动机
驭胜S330,HAS_UNIT,传感器
帕萨特,HAS_UNIT,电池
星越S,HAS_UNIT,发动机
麦柯斯,HAS_UNIT,变速箱
麦柯斯,HAS_UNIT,发动机
MINI,HAS_UNIT,发动机
MINI,HAS_UNIT,传感器
福瑞达,HAS_UNIT,传感器
和悦,HAS_UNIT,发动机
和悦,HAS_UNIT,传感器
狮跑,HAS_UNIT,传感器
水泵,COMPOSED_OF,轴承
领动,HAS_UNIT,燃油泵
奥迪Q5,HAS_UNIT,冷却系统
奥迪Q5,HAS_UNIT,水泵
威霆,HAS_UNIT,空调
RAV4荣放,HAS_UNIT,传感器
瑞虎8,HAS_UNIT,电池
指南者,HAS_UNIT,转向机
沃尔沃XC40,HAS_UNIT,发动机
发现神行,HAS_UNIT,电机
悦纳,HAS_UNIT,变速箱
创界,HAS_UNIT,变速箱
瑞虎5,HAS_UNIT,电机
瑞虎5,HAS_UNIT,空调
INSPIRE,HAS_UNIT,空调
宋MAX,HAS_UNIT,空调
猎豹CS9,HAS_UNIT,水泵
名图,HAS_UNIT,变速箱
东南DX5,HAS_UNIT,电池
东南DX5,HAS_UNIT,电机
凯迪拉克XT6,HAS_UNIT,空调
宝骏310,HAS_UNIT,传感器
酷派,HAS_UNIT,发动机
酷派,HAS_UNIT,传感器
瑞虎5,HAS_UNIT,传感器
英菲尼迪QX50,HAS_UNIT,变速箱
英菲尼迪QX50,HAS_UNIT,空调
福睿斯,HAS_UNIT,燃油泵
雅阁,HAS_UNIT,差速器
奔驰C级,HAS_UNIT,变速箱
帝豪,HAS_UNIT,燃油泵
长安睿行M60,HAS_UNIT,空调
奔腾T99,HAS_UNIT,传感器
C-TREK蔚领,HAS_UNIT,转向机
长安CX30,HAS_UNIT,传感器
荣威ei6 MAX,HAS_UNIT,变速箱
朗动,HAS_UNIT,燃油泵
易至EV3,HAS_UNIT,电池
易至EV3,HAS_UNIT,电机
易至EV3,HAS_UNIT,动力电池
发现神行,HAS_UNIT,冷却系统
发现神行,HAS_UNIT,水泵
幻速S2,HAS_UNIT,燃油泵
福克斯,HAS_UNIT,燃油泵
比亚迪F3,HAS_UNIT,轴承
比亚迪F3,HAS_UNIT,助力泵
五菱荣光小卡,HAS_UNIT,变速箱
五菱荣光小卡,HAS_UNIT,传感器
江铃E200N,HAS_UNIT,电机
标致508,HAS_UNIT,传感器
奔驰A级,HAS_UNIT,发动机
沃尔沃V60,HAS_UNIT,变速箱
沃尔沃V60,HAS_UNIT,发动机
探岳,HAS_UNIT,空调
威旺M20,HAS_UNIT,发动机
福特F-150,HAS_UNIT,发动机
传感器,UNIT_FAILURE,断裂
风光330,HAS_UNIT,传感器
风光330,HAS_UNIT,差速器
比亚迪F3,HAS_UNIT,电池
SWM斯威G01,HAS_UNIT,水泵
宝来,HAS_UNIT,控制器
发动机,COMPOSED_OF,控制器
哈弗F5,HAS_UNIT,发动机
森林人,HAS_UNIT,燃油泵
宝利格,HAS_UNIT,发动机
帝豪GL,HAS_UNIT,转向机
星途TXL,HAS_UNIT,电机
星途TXL,HAS_UNIT,发动机
星途TXL,HAS_UNIT,轴承
揽胜,HAS_UNIT,空调
五菱荣光,HAS_UNIT,冷却系统
途岳,HAS_UNIT,转向机
楼兰,HAS_UNIT,轴承
WEY VV5,HAS_UNIT,发动机
长安欧尚科赛5,HAS_UNIT,发动机
长安欧尚科赛5,HAS_UNIT,电机
威兰达,HAS_UNIT,变速箱
威兰达,HAS_UNIT,空调
昌河北斗星,HAS_UNIT,发动机
北汽新能源EX,HAS_UNIT,电池
北汽新能源EX,HAS_UNIT,动力电池
宝马3系,HAS_UNIT,空调
炫丽,HAS_UNIT,传感器
雷凌双擎E+,HAS_UNIT,电机
雷凌双擎E+,HAS_UNIT,轴承
标致508,HAS_UNIT,水泵
力狮,HAS_UNIT,发动机
风景,HAS_UNIT,发动机
奥迪Q7,HAS_UNIT,变速箱
高尔夫,HAS_UNIT,轴承
桑塔纳经典,HAS_UNIT,传感器
北京现代ix35,HAS_UNIT,空调
岚图FREE,HAS_UNIT,电机
岚图FREE,HAS_UNIT,发动机
凯翼E5 EV,HAS_UNIT,电池
凯翼E5 EV,HAS_UNIT,电机
凯翼E5 EV,HAS_UNIT,空调
捷豹XFL,HAS_UNIT,变速箱
荣威360,HAS_UNIT,发动机
唯雅诺,HAS_UNIT,传感器
缤瑞,HAS_UNIT,电机
长安欧尚科赛Pro,HAS_UNIT,变速箱
长安欧尚科赛Pro,HAS_UNIT,发动机
功率,FEATURE_FAILURE,熄火
奔驰GLC,HAS_UNIT,变速箱
揽胜运动版,HAS_UNIT,发动机
揽胜运动版,HAS_UNIT,冷却系统
揽胜运动版,HAS_UNIT,水泵
探险者（进口）,HAS_UNIT,发动机
沃尔沃XC60,HAS_UNIT,冷却系统
北京现代ix35,HAS_UNIT,转向机
瑞风S5,HAS_UNIT,发动机
捷达,HAS_UNIT,燃油泵
红杉,HAS_UNIT,发动机
海马8S,HAS_UNIT,变速箱
海马8S,HAS_UNIT,发动机
海马8S,HAS_UNIT,空调
奕泽IZOA,HAS_UNIT,变速箱
柯珞克,HAS_UNIT,变速箱
柯珞克,HAS_UNIT,轴承
凯迪拉克XT4,HAS_UNIT,助力泵
宝骏RS-3,HAS_UNIT,空调
豪越,HAS_UNIT,轴承
宝骏510,HAS_UNIT,轴承
金杯T52,HAS_UNIT,电机
阁瑞斯,HAS_UNIT,发动机
阁瑞斯,HAS_UNIT,空调
荣威350,HAS_UNIT,发动机
雨燕,HAS_UNIT,燃油泵
哈弗M6,HAS_UNIT,转向机
劲客,HAS_UNIT,电机
风神AX4,HAS_UNIT,空调
荣威RX8,HAS_UNIT,传感器
宝骏RM-5,HAS_UNIT,电机
宝骏RM-5,HAS_UNIT,发动机
宝骏RM-5,HAS_UNIT,轴承
柯迪亚克,HAS_UNIT,转向机
五菱宏光PLUS,HAS_UNIT,变速箱
森雅R7,HAS_UNIT,电池
启辰T90,HAS_UNIT,变速箱
传祺GS8,HAS_UNIT,电机
风光500,HAS_UNIT,空调
风骏7,HAS_UNIT,发动机
欧拉好猫,HAS_UNIT,变速箱
欧拉好猫,HAS_UNIT,电池
欧拉好猫,HAS_UNIT,动力电池
远景X6,HAS_UNIT,差速器
宝骏RM-5,HAS_UNIT,变速箱
北京现代ix35,HAS_UNIT,电池
森雅R7,HAS_UNIT,轴承
森雅R7,HAS_UNIT,助力泵
雷凌,HAS_UNIT,燃油泵
比亚迪e9,HAS_UNIT,电池
比亚迪e9,HAS_UNIT,电机
几何A,HAS_UNIT,电池
电流,FEATURE_FAILURE,抖动
酷搏,HAS_UNIT,燃油泵
昂科威S,HAS_UNIT,冷却系统
发现运动版,HAS_UNIT,传感器
转向机,UNIT_FAILURE,报警
助力泵,UNIT_FAILURE,报警
博越,HAS_UNIT,水泵
长安CS75 PLUS,HAS_UNIT,转向机
沃尔沃XC60,HAS_UNIT,水泵
捷达VA3,HAS_UNIT,转向机
捷达VA3,HAS_UNIT,助力泵
频率,FEATURE_FAILURE,漏油
威旺S50,HAS_UNIT,传感器
五菱宏光PLUS,HAS_UNIT,发动机
宝马5系,HAS_UNIT,传感器
艾瑞泽GX,HAS_UNIT,变速箱
依维柯得意,HAS_UNIT,发动机
领克02,HAS_UNIT,发动机
金杯海狮,HAS_UNIT,发动机
长安CS55,HAS_UNIT,电机
雷凌,HAS_UNIT,动力电池
金牛座,HAS_UNIT,电机
中华V3,HAS_UNIT,变速箱
中华V3,HAS_UNIT,发动机
风骏7,HAS_UNIT,空调
新宝骏RM-5,HAS_UNIT,变速箱
新宝骏RM-5,HAS_UNIT,发动机
雅力士,HAS_UNIT,发动机
雅力士,HAS_UNIT,传感器
雅力士,HAS_UNIT,水泵
英菲尼迪Q50L,HAS_UNIT,变速箱
炮,HAS_UNIT,助力泵
朗行,HAS_UNIT,电机
宋,HAS_UNIT,空调
逸动,HAS_UNIT,水泵
沃尔沃XC60,HAS_UNIT,变速箱
景逸XV,HAS_UNIT,变速箱
景逸XV,HAS_UNIT,发动机
锐骐6,HAS_UNIT,传感器
哈弗H4,HAS_UNIT,空调
捷途X70M,HAS_UNIT,变速箱
捷途X70M,HAS_UNIT,发动机
BEIJING-X7,HAS_UNIT,变速箱
BEIJING-X7,HAS_UNIT,发动机
标致308S,HAS_UNIT,发动机
标致308S,HAS_UNIT,空调
标致308S,HAS_UNIT,传感器
奇骏,HAS_UNIT,转向机
压力,FEATURE_FAILURE,高温
传祺GS4,HAS_UNIT,空调
启辰T70,HAS_UNIT,转向机
普拉多,HAS_UNIT,传感器
启辰D50,HAS_UNIT,轴承
启辰D50,HAS_UNIT,助力泵
瑞鹰,HAS_UNIT,传感器
理念S1,HAS_UNIT,发动机
福克斯,HAS_UNIT,电机
福田征服者,HAS_UNIT,发动机
差速器,UNIT_FAILURE,抖动
发动机,COMPOSED_OF,差速器
奇骏,HAS_UNIT,助力泵
比亚迪S6,HAS_UNIT,变速箱
探岳,HAS_UNIT,变压器
索纳塔,HAS_UNIT,转向机
风云2,HAS_UNIT,发动机
INSPIRE,HAS_UNIT,发动机
时代康瑞,HAS_UNIT,变速箱
Model 3,HAS_UNIT,空调
哈弗H7,HAS_UNIT,水泵
风光ix7,HAS_UNIT,变速箱
时代驭菱 轻卡,HAS_UNIT,变速箱
域虎3,HAS_UNIT,发动机
奔驰B级,HAS_UNIT,变速箱
帝豪新能源,HAS_UNIT,轴承
卡罗拉,HAS_UNIT,助力泵
长安神骐T20,HAS_UNIT,传感器
欧拉好猫,HAS_UNIT,发动机
五菱宏光S3,HAS_UNIT,变速箱
斯巴鲁XV,HAS_UNIT,燃油泵
赛拉图,HAS_UNIT,发动机
风行T5,HAS_UNIT,变速箱
北京现代ix35,HAS_UNIT,助力泵
威兰达,HAS_UNIT,轴承
朗行,HAS_UNIT,发动机
宝骏510,HAS_UNIT,变速箱
荣威RX5 MAX,HAS_UNIT,传感器
马自达3,HAS_UNIT,发动机
宋,HAS_UNIT,传感器
荣威360,HAS_UNIT,电机
荣威360,HAS_UNIT,空调
荣威RX5,HAS_UNIT,电机
五菱宏光,HAS_UNIT,电机
马自达3,HAS_UNIT,轴承
远景X3,HAS_UNIT,电机
马自达3,HAS_UNIT,传感器
奔驰GLC,HAS_UNIT,转向机
赛力斯SF5,HAS_UNIT,电机
领克02,HAS_UNIT,空调
远景X3,HAS_UNIT,变速箱
荣威iMAX8,HAS_UNIT,变速箱
荣威iMAX8,HAS_UNIT,发动机
捷途X70 PLUS,HAS_UNIT,变速箱
小康K07,HAS_UNIT,发动机
劲炫ASX,HAS_UNIT,电池
东南DX7,HAS_UNIT,轴承
东南DX7,HAS_UNIT,转向机
指南者,HAS_UNIT,助力泵
T-ROC探歌,HAS_UNIT,冷却系统
五菱宏光,HAS_UNIT,轴承
赛拉图,HAS_UNIT,转向机
赛拉图,HAS_UNIT,助力泵
福克斯,HAS_UNIT,助力泵
众泰SR9,HAS_UNIT,变速箱
探影,HAS_UNIT,变速箱
北京BJ30,HAS_UNIT,变速箱
北京BJ30,HAS_UNIT,发动机
傲虎,HAS_UNIT,变速箱
傲虎,HAS_UNIT,发动机
马自达CX-7,HAS_UNIT,变速箱
马自达CX-7,HAS_UNIT,发动机
奇瑞A5,HAS_UNIT,发动机
风光580,HAS_UNIT,电池
捷途X70S,HAS_UNIT,变速箱
捷途X70S,HAS_UNIT,发动机
翼虎,HAS_UNIT,助力泵
林肯MKX,HAS_UNIT,发动机
元Pro,HAS_UNIT,电池
丰田C-HR,HAS_UNIT,变速箱
瑞虎5x,HAS_UNIT,转向机
瑞虎5x,HAS_UNIT,助力泵
奔驰GLE,HAS_UNIT,发动机
揽胜极光,HAS_UNIT,发动机
动力电池,UNIT_FAILURE,异响
天籁,HAS_UNIT,差速器
轴承,COMPOSED_OF,差速器
跨越者D5,HAS_UNIT,发动机
五菱荣光新卡,HAS_UNIT,轴承
宝马X1,HAS_UNIT,水泵
福瑞迪,HAS_UNIT,传感器
锋范,HAS_UNIT,变速箱
指南者,HAS_UNIT,电机
哈弗大狗,HAS_UNIT,空调
迈威,HAS_UNIT,发动机
凯迪拉克CT6,HAS_UNIT,差速器
奔驰GLK,HAS_UNIT,发动机
宝马5系新能源,HAS_UNIT,发动机
宝马5系新能源,HAS_UNIT,水泵
名爵3,HAS_UNIT,传感器
荣威i5,HAS_UNIT,燃油泵
液面,FEATURE_FAILURE,报警
奔驰S级AMG,HAS_UNIT,发动机
奔驰S级AMG,HAS_UNIT,传感器
逍客,HAS_UNIT,助力泵
威志V2,HAS_UNIT,传感器
帕杰罗（进口）,HAS_UNIT,变速箱
帕杰罗（进口）,HAS_UNIT,轴承
欧蓝德,HAS_UNIT,空调
劲炫ASX,HAS_UNIT,传感器
五菱荣光,HAS_UNIT,转向机
五菱荣光,HAS_UNIT,助力泵
上汽大通MAXUS V80,HAS_UNIT,变速箱
途胜,HAS_UNIT,空调
途胜,HAS_UNIT,轴承
长安之星,HAS_UNIT,发动机
科沃兹,HAS_UNIT,电池
速派,HAS_UNIT,分离器
分离器,UNIT_FAILURE,报警
奔奔MINI,HAS_UNIT,发动机
捷达,HAS_UNIT,助力泵
景程,HAS_UNIT,电机
领克03,HAS_UNIT,轴承
宋PLUS,HAS_UNIT,电池
奔驰GLB,HAS_UNIT,变速箱
奔驰GLB,HAS_UNIT,发动机
别克GL8,HAS_UNIT,冷却系统
众泰T500,HAS_UNIT,轴承
领动,HAS_UNIT,电池
金杯T52,HAS_UNIT,冷却系统
长安CS55,HAS_UNIT,水泵
长安之星,HAS_UNIT,传感器
创酷,HAS_UNIT,转向机
创酷,HAS_UNIT,助力泵
凯迪拉克XTS,HAS_UNIT,发动机
马自达6,HAS_UNIT,发动机
马自达6,HAS_UNIT,传感器
宋Pro,HAS_UNIT,传感器
启辰星,HAS_UNIT,变速箱
别克GL6,HAS_UNIT,传感器
圣达菲,HAS_UNIT,变速箱
圣达菲,HAS_UNIT,传感器
全顺,HAS_UNIT,发动机
Model 3,HAS_UNIT,电机
博悦,HAS_UNIT,发动机
博悦,HAS_UNIT,传感器
赛拉图,HAS_UNIT,传感器
北京现代ix25,HAS_UNIT,变速箱
江南TT,HAS_UNIT,发动机
江南TT,HAS_UNIT,传感器
荣威RX5,HAS_UNIT,冷却系统
变速箱,COMPOSED_OF,冷却系统
风神AX4,HAS_UNIT,传感器
天逸 C5 AIRCROSS,HAS_UNIT,空调
红旗H7,HAS_UNIT,变速箱
菱智,HAS_UNIT,发动机
MODEL X,HAS_UNIT,电池
MODEL X,HAS_UNIT,电机
捷途X70,HAS_UNIT,冷却系统
帕杰罗·劲畅,HAS_UNIT,变速箱
帕杰罗·劲畅,HAS_UNIT,发动机
宝马X5,HAS_UNIT,传感器
新宝骏RS-3,HAS_UNIT,变速箱
新宝骏RS-3,HAS_UNIT,发动机
领界,HAS_UNIT,电机
荣威550,HAS_UNIT,发动机
奥迪A6,HAS_UNIT,传感器
沃尔沃S60,HAS_UNIT,电机
长安CS15,HAS_UNIT,变速箱
嘉悦A5,HAS_UNIT,轴承
五菱宏光,HAS_UNIT,燃油泵
宝骏E100,HAS_UNIT,空调
昕锐,HAS_UNIT,轴承
航海家,HAS_UNIT,变速箱
航海家,HAS_UNIT,发动机
皇冠,HAS_UNIT,转向机
汉,HAS_UNIT,动力电池
锐志,HAS_UNIT,变速箱
皇冠,HAS_UNIT,传感器
风行T5L,HAS_UNIT,变速箱
风行T5L,HAS_UNIT,发动机
转速,FEATURE_FAILURE,断裂
奔驰S级,HAS_UNIT,电池
长安CS35,HAS_UNIT,轴承
长安CS35,HAS_UNIT,转向机
哈弗F5,HAS_UNIT,变速箱
发现,HAS_UNIT,变速箱
发现,HAS_UNIT,发动机
北汽EV2,HAS_UNIT,电池
宋Pro,HAS_UNIT,转向机
五菱宏光PLUS,HAS_UNIT,差速器
速腾,HAS_UNIT,燃油泵
速腾,HAS_UNIT,控制器
宝马7系,HAS_UNIT,发动机
BEIJING-X3,HAS_UNIT,变速箱
BEIJING-X3,HAS_UNIT,发动机
北京现代ix25,HAS_UNIT,电机
启辰M50V,HAS_UNIT,变速箱
启辰M50V,HAS_UNIT,发动机
启辰M50V,HAS_UNIT,轴承
五菱荣光V,HAS_UNIT,发动机
英朗,HAS_UNIT,动力电池
星途TXL,HAS_UNIT,变速箱
奔驰E级,HAS_UNIT,变速箱
海马6P,HAS_UNIT,电机
海马6P,HAS_UNIT,发动机
新宝骏RS-5,HAS_UNIT,发动机
艾瑞泽7e,HAS_UNIT,发动机
DS6,HAS_UNIT,变速箱
奔驰A级（进口）,HAS_UNIT,轴承
风光330,HAS_UNIT,轴承
液面,FEATURE_FAILURE,漏油
星瑞,HAS_UNIT,分离器
分离器,COMPOSED_OF,变速箱
江淮iEVA60,HAS_UNIT,变速箱
奔驰GLA,HAS_UNIT,变速箱
五菱宏光S3,HAS_UNIT,轴承
沃尔沃XC40,HAS_UNIT,变速箱
奇骏,HAS_UNIT,水泵
皓影,HAS_UNIT,燃油泵
逸动DT,HAS_UNIT,变速箱
长安欧尚科赛,HAS_UNIT,发动机
创酷,HAS_UNIT,电池
创酷,HAS_UNIT,电机
欧马可,HAS_UNIT,变速箱
本田CR-V,HAS_UNIT,分离器
马自达3 昂克赛拉,HAS_UNIT,燃油泵
长安CS85 COUPE,HAS_UNIT,发动机
长安CS55,HAS_UNIT,轴承
威马EX5,HAS_UNIT,变速箱
威马EX5,HAS_UNIT,电机
域虎3,HAS_UNIT,传感器
凯迪拉克XT4,HAS_UNIT,变速箱
威兰达,HAS_UNIT,动力电池
大指挥官,HAS_UNIT,变速箱
大指挥官,HAS_UNIT,差速器
Polo,HAS_UNIT,助力泵
朗逸,HAS_UNIT,差速器
雷克萨斯RX,HAS_UNIT,发动机
长安欧尚科赛,HAS_UNIT,变速箱
途观L,HAS_UNIT,电池
五菱荣光V,HAS_UNIT,变速箱
诊断仪,DETECTS,转速
哈弗H9,HAS_UNIT,差速器
奔驰C级,HAS_UNIT,燃油泵
雷斯特,HAS_UNIT,燃油泵
雷斯特,HAS_UNIT,发动机
雷斯特,HAS_UNIT,传感器
经典全顺,HAS_UNIT,发动机
长安CX30,HAS_UNIT,轴承
瑞风,HAS_UNIT,发动机
伊兰特,HAS_UNIT,助力泵
领动,HAS_UNIT,助力泵
荣威i6 MAX,HAS_UNIT,变速箱
荣威i6 MAX,HAS_UNIT,发动机
旗云1,HAS_UNIT,变速箱
液面,FEATURE_FAILURE,高温
长安欧尚科赛,HAS_UNIT,传感器
ID.4 CROZZ,HAS_UNIT,电机
翼神,HAS_UNIT,变速箱
哈弗H2s,HAS_UNIT,变速箱
哈弗H2s,HAS_UNIT,轴承
卡罗拉,HAS_UNIT,电机
宏光MINIEV,HAS_UNIT,电机
毕加索,HAS_UNIT,发动机
毕加索,HAS_UNIT,传感器
比亚迪F3,HAS_UNIT,空调
阳光,HAS_UNIT,传感器
帕萨特新能源,HAS_UNIT,发动机
宝马X1,HAS_UNIT,电机
宝马X1,HAS_UNIT,转向机
哈弗大狗,HAS_UNIT,轴承
发现运动版,HAS_UNIT,差速器
C4世嘉,HAS_UNIT,冷却系统
冷却系统,UNIT_FAILURE,抖动
亚洲龙,HAS_UNIT,电池
燃油泵,UNIT_FAILURE,断裂
远景X6,HAS_UNIT,空调
奔驰GLC,HAS_UNIT,差速器
悦翔V5,HAS_UNIT,电机
悦翔V5,HAS_UNIT,发动机
博骏,HAS_UNIT,变速箱
畅巡,HAS_UNIT,电池
畅巡,HAS_UNIT,电机
柯迪亚克,HAS_UNIT,轴承
旗云1,HAS_UNIT,发动机
INSPIRE,HAS_UNIT,转向机
启辰T60,HAS_UNIT,变速箱
启辰T60,HAS_UNIT,发动机
马自达CX-4,HAS_UNIT,冷却系统
智跑,HAS_UNIT,水泵
卡罗拉双擎E+,HAS_UNIT,变速箱
奔驰A级,HAS_UNIT,变速箱
君威,HAS_UNIT,轴承
领克02,HAS_UNIT,电机
逸动DT,HAS_UNIT,转向机
WEY VV7,HAS_UNIT,变速箱
欧拉白猫,HAS_UNIT,电池
欧拉白猫,HAS_UNIT,电机
翼搏,HAS_UNIT,电机
D-MAX,HAS_UNIT,变速箱
捷途X90,HAS_UNIT,传感器
长安CX30,HAS_UNIT,发动机
迈锐宝,HAS_UNIT,电机
领驭,HAS_UNIT,发动机
领驭,HAS_UNIT,传感器
沃兰多,HAS_UNIT,变速箱
普拉多,HAS_UNIT,轴承
宋Pro,HAS_UNIT,助力泵
捷豹XEL,HAS_UNIT,发动机
奥迪Q2L e-tron,HAS_UNIT,冷却系统
沃尔沃XC90,HAS_UNIT,传感器
沃尔沃S40,HAS_UNIT,变速箱
沃尔沃S40,HAS_UNIT,发动机
汉兰达,HAS_UNIT,燃油泵
哈弗H5,HAS_UNIT,传感器
荣威Ei5,HAS_UNIT,变速箱
SWM斯威G01,HAS_UNIT,控制器
迈腾,HAS_UNIT,助力泵
红旗HS7,HAS_UNIT,变速箱
奔腾B50,HAS_UNIT,传感器
世嘉,HAS_UNIT,空调
荣威RX8,HAS_UNIT,轴承
荣威RX8,HAS_UNIT,转向机
荣威RX8,HAS_UNIT,助力泵
长安CS75 PLUS,HAS_UNIT,助力泵
BEIJING-X7,HAS_UNIT,空调
宋,HAS_UNIT,助力泵
蓝鸟,HAS_UNIT,变速箱
凯迪拉克CT5,HAS_UNIT,空调
汉腾X5,HAS_UNIT,发动机
秦Pro,HAS_UNIT,电池
风光S560,HAS_UNIT,传感器
奥迪Q2L,HAS_UNIT,空调
T-ROC探歌,HAS_UNIT,电机
秦,HAS_UNIT,变速箱
宝马7系,HAS_UNIT,空调
传祺GS3,HAS_UNIT,燃油泵
长城C30,HAS_UNIT,传感器
创界,HAS_UNIT,发动机
创界,HAS_UNIT,传感器
启辰T70,HAS_UNIT,变速箱
金旅海狮,HAS_UNIT,发动机
途达,HAS_UNIT,电机
海马S7,HAS_UNIT,发动机
海马S7,HAS_UNIT,传感器
北汽昌河M50S,HAS_UNIT,电机
天语SX4,HAS_UNIT,燃油泵
V6菱仕,HAS_UNIT,发动机
沃尔沃XC60,HAS_UNIT,差速器
思锐,HAS_UNIT,变速箱
拓陆者,HAS_UNIT,变速箱
猎豹CS9新能源,HAS_UNIT,电池
猎豹CS9新能源,HAS_UNIT,电机
猎豹CS9新能源,HAS_UNIT,动力电池
瑞虎5x,HAS_UNIT,传感器
旗云1,HAS_UNIT,燃油泵
荣威RX8,HAS_UNIT,变速箱
C4世嘉,HAS_UNIT,变速箱
探岳,HAS_UNIT,冷却系统
探岳,HAS_UNIT,水泵
标致3008,HAS_UNIT,传感器
帕萨特新能源,HAS_UNIT,电池
帕萨特新能源,HAS_UNIT,动力电池
奔驰A级,HAS_UNIT,电机
奔驰A级,HAS_UNIT,传感器
锐骐6,HAS_UNIT,发动机
发现,HAS_UNIT,电机
发现,HAS_UNIT,空调
发现,HAS_UNIT,传感器
欧蓝德,HAS_UNIT,转向机
U5 SUV,HAS_UNIT,转向机
标致e2008,HAS_UNIT,发动机
马自达CX-5,HAS_UNIT,电机
长安神骐T20,HAS_UNIT,发动机
法拉利 F430,HAS_UNIT,发动机
森林人,HAS_UNIT,电池
大狗,HAS_UNIT,变速箱
大狗,HAS_UNIT,发动机
迈锐宝,HAS_UNIT,空调
标致207,HAS_UNIT,发动机
LIFE,HAS_UNIT,发动机
菱智,HAS_UNIT,传感器
瑞风S4,HAS_UNIT,传感器
凯越,HAS_UNIT,分离器
哈弗H2,HAS_UNIT,助力泵
指南者,HAS_UNIT,传感器
宋MAX,HAS_UNIT,变速箱
骁途,HAS_UNIT,传感器
BEIJING-EU5,HAS_UNIT,变速箱
BEIJING-EU5,HAS_UNIT,发动机
RAV4荣放,HAS_UNIT,水泵
领克05,HAS_UNIT,空调
指南者,HAS_UNIT,燃油泵
起亚K3,HAS_UNIT,转向机
起亚K3,HAS_UNIT,助力泵
秦Pro,HAS_UNIT,电机
牧马人,HAS_UNIT,变速箱
现代ix35,HAS_UNIT,变速箱
现代ix35,HAS_UNIT,发动机
福睿斯,HAS_UNIT,轴承
帕萨特,HAS_UNIT,分离器
奇瑞A5,HAS_UNIT,传感器
凯运,HAS_UNIT,发动机
凯运,HAS_UNIT,传感器
本田XR-V,HAS_UNIT,燃油泵
羚羊,HAS_UNIT,空调
锋范,HAS_UNIT,控制器
英朗,HAS_UNIT,差速器
捷途X70 PLUS,HAS_UNIT,空调
悦翔,HAS_UNIT,传感器
高尔夫,HAS_UNIT,电机
Model 3,HAS_UNIT,轴承
羚羊,HAS_UNIT,发动机
凯迪拉克CT6,HAS_UNIT,传感器
长安欧尚A800,HAS_UNIT,传感器
奔腾B30,HAS_UNIT,燃油泵
高尔夫·嘉旅,HAS_UNIT,空调
汉兰达,HAS_UNIT,转向机
长安CS15,HAS_UNIT,发动机
力狮,HAS_UNIT,变速箱
力狮,HAS_UNIT,空调
长安欧尚科赛,HAS_UNIT,燃油泵
智跑,HAS_UNIT,燃油泵
本田UR-V,HAS_UNIT,轴承
远景,HAS_UNIT,水泵
捷途X70,HAS_UNIT,空调
哈弗H6 Coupe,HAS_UNIT,变速箱
新宝骏RC-5,HAS_UNIT,变速箱
新宝骏RC-5,HAS_UNIT,发动机
新宝骏RS-5,HAS_UNIT,变速箱
宝骏730,HAS_UNIT,转向机
宝骏730,HAS_UNIT,助力泵
比亚迪F0,HAS_UNIT,传感器
宝马X1,HAS_UNIT,轴承
RAV4荣放,HAS_UNIT,转向机
RAV4荣放,HAS_UNIT,助力泵
马自达3 昂克赛拉,HAS_UNIT,电机
大狗,HAS_UNIT,空调
凯迪拉克XT4,HAS_UNIT,空调
旗云3,HAS_UNIT,电机
捷途X90,HAS_UNIT,电池
频率,FEATURE_FAILURE,报警
风神A60,HAS_UNIT,变速箱
风神A60,HAS_UNIT,传感器
瑞虎e,HAS_UNIT,电池
桑塔纳,HAS_UNIT,电机
桑塔纳,HAS_UNIT,转向机
本田XR-V,HAS_UNIT,轴承
熊猫,HAS_UNIT,燃油泵
熊猫,HAS_UNIT,电池
熊猫,HAS_UNIT,传感器
汉,HAS_UNIT,变速箱
哈弗F7x,HAS_UNIT,轴承
哈弗F7x,HAS_UNIT,转向机
V3菱悦,HAS_UNIT,电机
威旺M50F,HAS_UNIT,变速箱
索兰托,HAS_UNIT,发动机
揽胜极光,HAS_UNIT,电池
沃兰多,HAS_UNIT,发动机
电机,COMPOSED_OF,水泵
BEIJING-U5,HAS_UNIT,变速箱
BEIJING-U5,HAS_UNIT,发动机
塞纳,HAS_UNIT,发动机
塞纳,HAS_UNIT,传感器
科鲁兹,HAS_UNIT,电池
宋Pro,HAS_UNIT,电机
帕杰罗（进口）,HAS_UNIT,发动机
奔驰CLA,HAS_UNIT,变速箱
奔驰CLA,HAS_UNIT,发动机
柯珞克,HAS_UNIT,空调
哈弗H3,HAS_UNIT,控制器
INSPIRE,HAS_UNIT,电机
睿翼,HAS_UNIT,传感器
奥迪A4L,HAS_UNIT,轴承
奥迪A4L,HAS_UNIT,转向机
奥迪A4L,HAS_UNIT,助力泵
北斗星,HAS_UNIT,电池
众泰T500,HAS_UNIT,发动机
哈弗H6 Coupe,HAS_UNIT,发动机
欧拉白猫,HAS_UNIT,变速箱
长安欧尚X70A,HAS_UNIT,变速箱
长安欧尚X70A,HAS_UNIT,发动机
嘉际,HAS_UNIT,电机
上汽大通MAXUS V90,HAS_UNIT,变速箱
上汽大通MAXUS V90,HAS_UNIT,发动机
瑞纳,HAS_UNIT,轴承
凯迪拉克SRX,HAS_UNIT,传感器
林肯MKZ,HAS_UNIT,发动机
索兰托,HAS_UNIT,变速箱
捷途X95,HAS_UNIT,变速箱
柯迪亚克GT,HAS_UNIT,发动机
